CASENUM,VEH_NO,MAKE,MAKENAME,MOD_YEAR,MODEL,BODY_TYP,BODY_TYPNAME,VPICBODYCLASS,VPICBODYCLASSNAME,IMPACT1,IMPACT1NAME,P_CRASH1,P_CRASH1NAME,ACC_CONFIG,ACC_CONFIGNAME,VSPD_LIM,TRAV_SP,ROLLOVER,ROLLOVERNAME,NUMOCCS,VSURCOND,VSURCONDNAME,VEH_ALCH,VEH_ALCHNAME,AIRBAGS_DEPLOYED_COUNT,TOTAL_OCCUPANTS,DEPLOYMENT_RATE,AVG_AGE,PREDOMINANT_SEX,MAX_INJURY_SEV,ANY_DRINKING,ANY_ALCOHOL,FRONT_MOST_SEAT_POS,ANY_UNRESTRAINED,MAX_EJECTION,ALL_AIRBAGS_DEPLOYED,REGIONNAME,URBANICITYNAME,MONTH,MONTHNAME,DAY_WEEK,DAY_WEEKNAME,YEAR,HOUR,HOURNAME,MINUTE,MINUTENAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,TYP_INT,TYP_INTNAME,REL_ROAD,REL_ROADNAME,WEATHER,WEATHERNAME,LGT_COND,LGT_CONDNAME,NUM_INJ,VEHICLE_AGE,FRONTAL_IMPACT,HIGH_SPEED_CRASH,MIN_AIRBAG_SPEED,CRASH_SEVERITY_INDEX,predicted_target,predicted_probability,actual
202305372911,1,20,Chevrolet,2014,37,4,"4-door sedan, hardtop",13,Sedan/Saloon,12,12 Clock Point,1,Going Straight,202,"Same Trafficway, Same Direction-Rear End, Lead Vehicle",45,40,0,No Rollover,1,1,Dry,2,No Alcohol Involved,0,1,0.0,19.0,2,0,0,0,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Rural Area,10,October,2,Monday,2023,16,4:00pm-4:59pm,31,31,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Not an Intersection,1,On Roadway,10,Cloudy,1,Daylight,1,9,1,1,1,13.333333333333334,0,0.3637933,0
202305563083,1,35,Nissan/Datsun,2012,401,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",8,Crossover Utility Vehicle (CUV),12,12 Clock Point,1,Going Straight,415,"Changing Trafficway, Vehicle Turning-Turn Into Path, Turn into Opposite Directions [Going Straight, Other Vehicle Turning Left]",98,30,0,No Rollover,1,98,Not Reported,2,No Alcohol Involved,0,1,0.0,68.0,1,0,0,8,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,11,November,7,Saturday,2023,16,4:00pm-4:59pm,0,0,12,Motor Vehicle In-Transport,2,Front-to-Front,3,T-Intersection,1,On Roadway,1,Clear,1,Daylight,0,11,1,0,1,10.0,0,0.47085908,0
202305019954,1,35,Nissan/Datsun,2018,50,4,"4-door sedan, hardtop",13,Sedan/Saloon,5,5 Clock Point,1,Going Straight,502,"Intersecting Paths-Straight Paths, Struck on the Right",25,25,0,No Rollover,1,98,Not Reported,2,No Alcohol Involved,0,1,0.0,22.0,2,0,0,8,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,4,April,7,Saturday,2023,22,10:00pm-10:59pm,20,20,12,Motor Vehicle In-Transport,6,Angle,2,Four-Way Intersection,1,On Roadway,1,Clear,3,Dark - Lighted,0,5,1,0,1,8.333333333333332,0,0.46817997,0
202304750573,2,20,Chevrolet,2006,37,4,"4-door sedan, hardtop",13,Sedan/Saloon,12,12 Clock Point,1,Going Straight,202,"Same Trafficway, Same Direction-Rear End, Lead Vehicle",35,25,0,No Rollover,1,1,Dry,9,Reported as Unknown,0,1,0.0,18.0,1,0,8,0,11,0,0,0,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",Urban Area,2,February,5,Thursday,2023,18,6:00pm-6:59pm,23,23,12,Motor Vehicle In-Transport,1,Front-to-Rear,2,Four-Way Intersection,1,On Roadway,1,Clear,3,Dark - Lighted,1,17,1,0,1,8.333333333333332,0,0.22303005,0
202304921455,1,7,Dodge,2012,422,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12 Clock Point,1,Going Straight,103,Single Driver-Struck Object While Moving Forward,25,10,0,No Rollover,3,1,Dry,9,Reported as Unknown,0,3,0.0,16.0,2,0,8,8,11,0,0,0,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",Urban Area,4,April,6,Friday,2023,15,3:00pm-3:59pm,24,24,15,Non-Motorist on Personal Conveyance,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,2,Four-Way Intersection,1,On Roadway,10,Cloudy,1,Daylight,1,11,1,0,0,3.333333333333333,0,0.009650797,0
202305222328,1,49,Toyota,2006,40,4,"4-door sedan, hardtop",13,Sedan/Saloon,3,3 Clock Point,2,Decelerating in Road,207,"Same Trafficway, Same Direction-Sideswipe, Angle, Vehicle on Left",65,65,0,No Rollover,1,1,Dry,2,No Alcohol Involved,0,1,0.0,30.0,2,1,0,0,11,0,0,0,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",Urban Area,8,August,6,Friday,2023,4,4:00am-4:59am,45,45,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,1,Not an Intersection,1,On Roadway,1,Clear,4,Dawn,2,17,1,1,1,30.0,0,0.15302508,0
202304817049,1,35,Nissan/Datsun,2021,56,5,5-door/4-door hatchback,5,Hatchback/Liftback/Notchback,1,1 Clock Point,17,Successful Avoidance Maneuver to a Previous Critical Event,207,"Same Trafficway, Same Direction-Sideswipe, Angle, Vehicle on Left",65,53,0,No Rollover,2,1,Dry,2,No Alcohol Involved,0,2,0.0,52.0,1,1,8,0,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,2,February,6,Friday,2023,13,1:00pm-1:59pm,46,46,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,1,Not an Intersection,1,On Roadway,1,Clear,1,Daylight,1,2,1,1,1,26.0,0,0.106276155,0
202305063811,2,84,International Harvester/Navistar,2018,881,63,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",11,Truck,12,12 Clock Point,1,Going Straight,203,"Same Trafficway, Same Direction-Rear End, Other or Unknown",40,30,0,No Rollover,1,1,Dry,2,No Alcohol Involved,0,1,0.0,62.0,1,0,0,8,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,4,April,3,Tuesday,2023,13,1:00pm-1:59pm,45,45,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Not an Intersection,1,On Roadway,10,Cloudy,1,Daylight,0,5,1,0,1,10.0,0,0.0044919676,0
202305228983,3,48,Subaru,2011,401,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,6 Clock Point,5,Stopped in Roadway,998,Other Crash Type,45,0,0,No Rollover,1,1,Dry,2,No Alcohol Involved,0,1,0.0,64.0,2,0,0,8,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,9,September,6,Friday,2023,12,12:00pm-12:59pm,45,45,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Not an Intersection,1,On Roadway,98,Not Reported,1,Daylight,0,12,1,0,0,0.0,0,0.02433126,0
202305257450,1,37,Honda,2008,32,4,"4-door sedan, hardtop",13,Sedan/Saloon,12,12 Clock Point,2,Decelerating in Road,202,"Same Trafficway, Same Direction-Rear End, Lead Vehicle",45,35,0,No Rollover,1,1,Dry,2,No Alcohol Involved,0,1,0.0,25.0,1,0,0,0,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,9,September,5,Thursday,2023,17,5:00pm-5:59pm,7,7,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Not an Intersection,1,On Roadway,1,Clear,1,Daylight,0,15,1,1,1,11.666666666666666,0,0.33049044,0
202304881074,1,7,Dodge,2018,482,34,Light Pickup,60,Pickup,12,12 Clock Point,5,Stopped in Roadway,993,Other Vehicle,45,0,0,No Rollover,4,1,Dry,2,No Alcohol Involved,0,4,0.0,15.25,2,0,8,0,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Rural Area,3,March,3,Tuesday,2023,15,3:00pm-3:59pm,16,16,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Not an Intersection,1,On Roadway,1,Clear,1,Daylight,0,5,1,0,0,0.0,0,0.024281615,0
202305081072,3,35,Nissan/Datsun,2019,404,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11 Clock Point,5,Stopped in Roadway,998,Other Crash Type,45,0,0,No Rollover,1,98,Not Reported,2,No Alcohol Involved,1,1,1.0,59.0,1,0,0,8,11,0,0,1,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,5,May,1,Sunday,2023,12,12:00pm-12:59pm,28,28,12,Motor Vehicle In-Transport,6,Angle,2,Four-Way Intersection,1,On Roadway,1,Clear,1,Daylight,0,4,1,0,0,0.0,0,0.16005999,1
202304940871,2,49,Toyota,2016,32,4,"4-door sedan, hardtop",13,Sedan/Saloon,11,11 Clock Point,1,Going Straight,208,"Same Trafficway, Same Direction-Sideswipe, Angle, Vehicle on Right",25,20,0,No Rollover,1,1,Dry,2,No Alcohol Involved,0,1,0.0,18.0,1,0,0,8,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,2,February,6,Friday,2023,12,12:00pm-12:59pm,30,30,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,1,Not an Intersection,1,On Roadway,1,Clear,1,Daylight,0,7,1,0,0,6.666666666666667,0,0.0154121015,0
202305088202,3,20,Chevrolet,2010,481,34,Light Pickup,60,Pickup,6,6 Clock Point,2,Decelerating in Road,998,Other Crash Type,45,45,0,No Rollover,1,1,Dry,2,No Alcohol Involved,0,1,0.0,17.0,1,0,0,0,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,7,July,7,Saturday,2023,23,11:00pm-11:59pm,5,5,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Not an Intersection,1,On Roadway,1,Clear,2,Dark - Not Lighted,0,13,1,1,1,15.0,0,0.04386034,0
202305381113,5,82,Freightliner,2005,881,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",66,Truck-Tractor,12,12 Clock Point,1,Going Straight,998,Other Crash Type,65,65,0,No Rollover,1,1,Dry,2,No Alcohol Involved,0,1,0.0,40.0,1,0,0,0,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,8,August,2,Monday,2023,14,2:00pm-2:59pm,0,0,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Not an Intersection,1,On Roadway,1,Clear,1,Daylight,1,18,1,1,1,21.666666666666668,0,0.004604759,0
202304828660,1,20,Chevrolet,2014,25,4,"4-door sedan, hardtop",13,Sedan/Saloon,12,12 Clock Point,1,Going Straight,202,"Same Trafficway, Same Direction-Rear End, Lead Vehicle",35,30,0,No Rollover,1,1,Dry,2,No Alcohol Involved,0,1,0.0,23.0,1,0,0,0,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,3,March,1,Sunday,2023,19,7:00pm-7:59pm,3,3,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Not an Intersection,1,On Roadway,1,Clear,1,Daylight,0,9,1,0,1,10.0,0,0.29878888,0
202305051355,1,37,Honda,2012,31,4,"4-door sedan, hardtop",13,Sedan/Saloon,12,12 Clock Point,1,Going Straight,202,"Same Trafficway, Same Direction-Rear End, Lead Vehicle",35,10,0,No Rollover,99,1,Dry,2,No Alcohol Involved,0,1,0.0,25.0,2,0,0,8,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,4,April,4,Wednesday,2023,14,2:00pm-2:59pm,8,8,12,Motor Vehicle In-Transport,1,Front-to-Rear,2,Four-Way Intersection,1,On Roadway,1,Clear,1,Daylight,0,11,1,0,0,3.333333333333333,0,0.02116471,0
202305445827,1,98,Other Make,2011,882,62,"Single-unit straight truck or Cab-Chassis (GVWR range 19,501 to 26,000 lbs.)",112,Incomplete - Commercial Chassis,1,1 Clock Point,1,Going Straight,502,"Intersecting Paths-Straight Paths, Struck on the Right",35,27,0,No Rollover,1,1,Dry,9,Reported as Unknown,0,1,0.0,59.0,1,0,8,0,13,0,0,0,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",Urban Area,11,November,3,Tuesday,2023,15,3:00pm-3:59pm,27,27,12,Motor Vehicle In-Transport,6,Angle,2,Four-Way Intersection,1,On Roadway,1,Clear,1,Daylight,1,12,1,0,1,9.0,0,0.005134099,0
202305356980,3,32,Audi,2013,55,4,"4-door sedan, hardtop",13,Sedan/Saloon,6,6 Clock Point,5,Stopped in Roadway,998,Other Crash Type,45,0,0,No Rollover,1,1,Dry,2,No Alcohol Involved,0,1,0.0,77.0,1,1,0,0,11,0,0,0,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",Urban Area,10,October,4,Wednesday,2023,16,4:00pm-4:59pm,13,13,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Not an Intersection,1,On Roadway,1,Clear,1,Daylight,4,10,1,0,0,8.333333333333332,0,0.021158768,0
202304774011,2,35,Nissan/Datsun,2015,50,4,"4-door sedan, hardtop",13,Sedan/Saloon,6,6 Clock Point,5,Stopped in Roadway,201,"Same Trafficway, Same Direction-Rear End, Trailing Vehicle",35,0,0,No Rollover,1,1,Dry,2,No Alcohol Involved,0,1,0.0,24.0,1,0,0,0,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,1,January,4,Wednesday,2023,13,1:00pm-1:59pm,30,30,12,Motor Vehicle In-Transport,1,Front-to-Rear,3,T-Intersection,1,On Roadway,1,Clear,1,Daylight,0,8,1,0,0,0.0,0,0.034553953,0
202305070950,2,49,Toyota,2002,422,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12 Clock Point,1,Going Straight,202,"Same Trafficway, Same Direction-Rear End, Lead Vehicle",70,30,0,No Rollover,1,1,Dry,2,No Alcohol Involved,0,1,0.0,19.0,1,0,0,0,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,4,April,4,Wednesday,2023,6,6:00am-6:59am,20,20,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Not an Intersection,1,On Roadway,1,Clear,4,Dawn,0,21,1,0,1,10.0,0,0.18415561,0
202304726093,2,12,Ford,2020,481,34,Light Pickup,60,Pickup,11,11 Clock Point,5,Stopped in Roadway,208,"Same Trafficway, Same Direction-Sideswipe, Angle, Vehicle on Right",45,0,0,No Rollover,1,1,Dry,2,No Alcohol Involved,0,1,0.0,44.0,1,0,0,0,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,1,January,2,Monday,2023,18,6:00pm-6:59pm,45,45,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,3,T-Intersection,1,On Roadway,1,Clear,3,Dark - Lighted,0,3,1,0,0,0.0,0,0.013542796,0
202305224395,2,2,Jeep / Kaiser-Jeep / Willys- Jeep,2018,403,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),9,9 Clock Point,1,Going Straight,208,"Same Trafficway, Same Direction-Sideswipe, Angle, Vehicle on Right",35,25,0,No Rollover,5,1,Dry,2,No Alcohol Involved,0,5,0.0,22.0,1,0,8,0,11,0,0,0,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",Urban Area,8,August,2,Monday,2023,9,9:00am-9:59am,17,17,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,1,Not an Intersection,1,On Roadway,1,Clear,1,Daylight,0,5,1,0,1,8.333333333333332,0,0.012490117,0
202305321219,1,37,Honda,2005,402,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),1,1 Clock Point,11,Turning Left,401,"Changing Trafficway, Vehicle Turning-Turn Across Path, Initial Opposite Directions [Left/Right]",45,15,0,No Rollover,2,1,Dry,2,No Alcohol Involved,0,2,0.0,32.5,1,2,8,0,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,8,August,2,Monday,2023,11,11:00am-11:59am,18,18,12,Motor Vehicle In-Transport,6,Angle,3,T-Intersection,1,On Roadway,10,Cloudy,1,Daylight,3,18,1,0,0,21.666666666666664,0,0.23158921,0
202305349417,1,63,KIA,2023,32,5,5-door/4-door hatchback,5,Hatchback/Liftback/Notchback,12,12 Clock Point,1,Going Straight,501,"Intersecting Paths-Straight Paths, Striking from the Right",35,5,0,No Rollover,1,1,Dry,2,No Alcohol Involved,0,1,0.0,73.0,2,0,0,8,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,7,July,6,Friday,2023,17,5:00pm-5:59pm,36,36,12,Motor Vehicle In-Transport,6,Angle,2,Four-Way Intersection,1,On Roadway,1,Clear,1,Daylight,2,0,1,0,0,1.6666666666666667,0,0.18104814,0
202304896327,1,12,Ford,2022,498,34,Light Pickup,60,Pickup,6,6 Clock Point,5,Stopped in Roadway,201,"Same Trafficway, Same Direction-Rear End, Trailing Vehicle",40,0,0,No Rollover,4,1,Dry,9,Reported as Unknown,0,4,0.0,30.25,1,0,8,0,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,2,February,4,Wednesday,2023,17,5:00pm-5:59pm,33,33,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Not an Intersection,1,On Roadway,1,Clear,1,Daylight,0,1,1,0,0,0.0,0,0.020555725,0
202304898900,1,53,Suzuki,2006,709,80,Two Wheel Motorcycle (excluding motor scooters),125,Motorcycle - Unknown Body Class,12,12 Clock Point,1,Going Straight,202,"Same Trafficway, Same Direction-Rear End, Lead Vehicle",25,25,8,Not Applicable,1,1,Dry,9,Reported as Unknown,0,1,0.0,23.0,1,1,8,0,11,0,8,0,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",Urban Area,4,April,5,Thursday,2023,15,3:00pm-3:59pm,58,58,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Not an Intersection,1,On Roadway,1,Clear,1,Daylight,1,17,1,0,1,16.666666666666664,0,0.006814896,0
202305546859,2,49,Toyota,2019,403,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,6 Clock Point,5,Stopped in Roadway,201,"Same Trafficway, Same Direction-Rear End, Trailing Vehicle",40,0,0,No Rollover,1,1,Dry,2,No Alcohol Involved,0,1,0.0,72.0,1,0,0,0,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,1,January,3,Tuesday,2023,13,1:00pm-1:59pm,5,5,12,Motor Vehicle In-Transport,1,Front-to-Rear,2,Four-Way Intersection,1,On Roadway,1,Clear,1,Daylight,0,4,1,0,0,0.0,0,0.018501773,0
202304741665,2,92,Gillig,2014,988,52,Transit Bus (City Bus),16,Bus,3,3 Clock Point,10,Turning Right,407,"Changing Trafficway, Vehicle Turning-Turn Across Path, Other or Unknown",25,5,0,No Rollover,1,1,Dry,2,No Alcohol Involved,0,1,0.0,49.0,2,0,0,0,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,2,February,7,Saturday,2023,19,7:00pm-7:59pm,20,20,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,2,Four-Way Intersection,1,On Roadway,98,Not Reported,3,Dark - Lighted,0,9,1,0,0,1.6666666666666667,0,0.0070942384,0
202305181837,1,49,Toyota,2003,32,4,"4-door sedan, hardtop",13,Sedan/Saloon,3,3 Clock Point,11,Turning Left,408,"Changing Trafficway, Vehicle Turning-Turn Into Path, Turn into Same Direction [Turning Left]",0,5,0,No Rollover,1,0,Non-Trafficway or Driveway Access,9,Reported as Unknown,0,1,0.0,33.0,1,0,8,0,11,0,0,0,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",Rural Area,8,August,2,Monday,2023,20,8:00pm-8:59pm,2,2,12,Motor Vehicle In-Transport,6,Angle,1,Not an Intersection,1,On Roadway,2,Rain,5,Dusk,0,20,1,0,0,1.6666666666666667,0,0.09829939,0
202304778963,1,18,Buick / Opel,2016,25,4,"4-door sedan, hardtop",13,Sedan/Saloon,1,1 Clock Point,2,Decelerating in Road,998,Other Crash Type,40,30,0,No Rollover,1,1,Dry,2,No Alcohol Involved,0,1,0.0,23.0,1,0,0,0,11,0,0,0,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",Urban Area,2,February,7,Saturday,2023,17,5:00pm-5:59pm,40,40,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,2,Four-Way Intersection,1,On Roadway,1,Clear,1,Daylight,0,7,1,0,1,10.0,0,0.09694377,0
202305121098,3,49,Toyota,2019,472,34,Light Pickup,60,Pickup,6,6 Clock Point,5,Stopped in Roadway,998,Other Crash Type,40,0,0,No Rollover,1,1,Dry,9,Reported as Unknown,0,1,0.0,43.0,2,0,8,0,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Rural Area,7,July,3,Tuesday,2023,7,7:00am-7:59am,56,56,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Not an Intersection,1,On Roadway,1,Clear,1,Daylight,0,4,1,0,0,0.0,0,0.020997552,0
202304853900,1,49,Toyota,2004,32,4,"4-door sedan, hardtop",13,Sedan/Saloon,12,12 Clock Point,1,Going Straight,103,Single Driver-Struck Object While Moving Forward,45,45,0,No Rollover,1,1,Dry,2,No Alcohol Involved,0,1,0.0,18.0,2,0,0,0,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Rural Area,4,April,3,Tuesday,2023,20,8:00pm-8:59pm,14,14,9,Pedalcyclist,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,1,Not an Intersection,1,On Roadway,1,Clear,3,Dark - Lighted,1,19,1,1,1,15.0,0,0.04249221,0
202305448324,1,20,Chevrolet,2019,481,34,Light Pickup,60,Pickup,11,11 Clock Point,1,Going Straight,103,Single Driver-Struck Object While Moving Forward,55,55,0,No Rollover,1,1,Dry,9,Reported as Unknown,0,1,0.0,64.0,1,0,8,0,11,0,0,0,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",Urban Area,11,November,4,Wednesday,2023,20,8:00pm-8:59pm,36,36,11,Live Animal,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,1,Not an Intersection,1,On Roadway,1,Clear,2,Dark - Not Lighted,0,4,1,1,1,18.33333333333333,0,0.13410595,0
202304829942,1,37,Honda,2001,32,4,"4-door sedan, hardtop",13,Sedan/Saloon,11,11 Clock Point,10,Turning Right,410,"Changing Trafficway, Vehicle Turning-Turn Into Path, Turn into Same Direction [Turning Right]",35,10,0,No Rollover,1,1,Dry,9,Reported as Unknown,0,1,0.0,73.0,2,0,8,8,11,0,0,0,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",Rural Area,1,January,5,Thursday,2023,9,9:00am-9:59am,21,21,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,3,T-Intersection,1,On Roadway,1,Clear,1,Daylight,0,22,1,0,0,3.333333333333333,0,0.050882272,0
202305232245,2,49,Toyota,2020,442,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",2,Minivan,12,12 Clock Point,1,Going Straight,402,"Changing Trafficway, Vehicle Turning-Turn Across Path, Initial Opposite Directions [Going Straight]",45,40,0,No Rollover,2,1,Dry,2,No Alcohol Involved,2,2,1.0,52.0,2,1,8,0,11,0,0,1,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",Urban Area,6,June,5,Thursday,2023,16,4:00pm-4:59pm,15,15,12,Motor Vehicle In-Transport,2,Front-to-Front,3,T-Intersection,1,On Roadway,10,Cloudy,1,Daylight,1,3,1,1,1,21.666666666666664,1,0.7190536,1
202305218123,1,41,Mazda,2019,403,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),10,10 Clock Point,1,Going Straight,102,Single Driver-Left Roadside Departure,70,70,0,No Rollover,1,1,Dry,2,No Alcohol Involved,0,1,0.0,26.0,2,0,0,0,11,0,0,0,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,9,September,6,Friday,2023,13,1:00pm-1:59pm,45,45,57,Cable Barrier,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,1,Not an Intersection,3,On Median,1,Clear,1,Daylight,0,4,1,1,1,23.33333333333333,0,0.30594757,0
202304665540,1,63,KIA,2015,37,6,Station Wagon (excluding van and truck based),7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12 Clock Point,1,Going Straight,202,"Same Trafficway, Same Direction-Rear End, Lead Vehicle",25,20,0,No Rollover,1,1,Dry,9,Reported as Unknown,1,1,1.0,26.0,2,2,8,8,11,0,0,1,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",Urban Area,1,January,6,Friday,2023,8,8:00am-8:59am,15,15,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Not an Intersection,1,On Roadway,98,Not Reported,1,Daylight,2,8,1,0,0,23.33333333333333,0,0.13530739,1
